,sentence,label
1682,"There is not a deal good enough that would drag me into that establishment again.",0
1683,"Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.",0
1684,"On a positive note, our server was very attentive and provided great service.",1
1685,"Frozen pucks of disgust, with some of the worst people behind the register.",0
1686,"The only thing I did like was the prime rib and dessert section.",1
1687,"It's too bad the food is so damn generic.",0
1688,"The burger is good beef, cooked just right.",1
1689,"If you want a sandwich just go to any Firehouse!!!!!",1
1690,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
1691,"We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.",1
1692,"He came running after us when he realized my husband had left his sunglasses on the table.",1
1693,"Their chow mein is so good!",1
1694,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
1695,"The portion was huge!",1
1696,"Loved it...friendly servers, great food, wonderful and imaginative menu.",1
1697,"The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.",0
1698,"Not much seafood and like 5 strings of pasta at the bottom.",0
1699,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1
1700,"The ripped banana was not only ripped, but petrified and tasteless.",0
1701,"At least think to refill my water before I struggle to wave you over for 10 minutes.",0
1702,"This place receives stars for their APPETIZERS!!!",1
1703,"The cocktails are all handmade and delicious.",1
1704,"We'd definitely go back here again.",1
1705,"We are so glad we found this place.",1
1706,"Great food and service, huge portions and they give a military discount.",1
1707,"Always a great time at Dos Gringos!",1
1708,"Update.....went back for a second time and it was still just as amazing",1
1709,"We got the food and apparently they have never heard of salt and the batter on the fish was chewy.",0
1710,"A great way to finish a great.",1
1711,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1
1712,"The service was meh.",0
1713,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
1714,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0
1715,"The scallop dish is quite appalling for value as well.",0
1716,"2 times - Very Bad Customer Service !",0
1717,"The sweet potato fries were very good and seasoned well.",1
1718,"Today is the second time I've been to their lunch buffet and it was pretty good.",1
1719,"There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.",0
1720,"Coming here is like experiencing an underwhelming relationship where both parties can't wait for the other person to ask to break up.",0
1721,"walked in and the place smelled like an old grease trap and only 2 others there eating.",0
1722,"The turkey and roast beef were bland.",0
1723,"This place has it!",1
1724,"The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.",0
1725,"I love the Pho and the spring rolls oh so yummy you have to try.",1
1726,"The poor batter to meat ratio made the chicken tenders very unsatisfying.",0
1727,"All I have to say is the food was amazing!!!",1
1728,"Omelets are to die for!",1
1729,"Everything was fresh and delicious!",1
1730,"In summary, this was a largely disappointing dining experience.",0
1731,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",1
1732,"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",0
1733,"Best breakfast buffet!!!",1
1734,"say bye bye to your tip lady!",0
1735,"We'll never go again.",0
1736,"Will be back again!",1
1737,"Food arrived quickly!",1
1738,"It was not good.",0
1739,"On the up side, their cafe serves really good food.",1
1740,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",1
1741,"The only good thing was our waiter, he was very helpful and kept the bloody mary's coming.",1
1742,"Best Buffet in town, for the price you cannot beat it.",1
1743,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",1
1744,"This is one of the better buffets that I have been to.",1
1745,"So we went to Tigerlily and had a fantastic afternoon!",1
1746,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1
1747,"The ambience is wonderful and there is music playing.",1
1748,"Will go back next trip out.",1
1749,"Sooooo good!!",1
1750,"REAL sushi lovers, let's be honest - Yama is not that good.",0
1751,"At least 40min passed in between us ordering and the food arriving, and it wasn't that busy.",0
1752,"This is a really fantastic Thai restaurant which is definitely worth a visit.",1
1753,"Nice, spicy and tender.",1
1754,"Good prices.",1
1755,"Check it out.",1
1756,"It was pretty gross!",0
1757,"I've had better atmosphere.",0
1758,"Kind of hard to mess up a steak but they did.",0
1759,"Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.",0
1760,"I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.",0
1761,"Worst service to boot, but that is the least of their worries.",0
1762,"Service was fine and the waitress was friendly.",1
1763,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",1
1764,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
1765,"Host staff were, for lack of a better word, BITCHES!",0
1766,"Bland... Not a liking this place for a number of reasons and I don't want to waste time on bad reviewing.. I'll leave it at that...",0
1767,"Phenomenal food, service and ambiance.",1
1768,"I wouldn't return.",0
1769,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",1
1770,"This place is way too overpriced for mediocre food.",0
1771,"Penne vodka excellent!",1
1772,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",1
1773,"The management is rude.",0
1774,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",1
1775,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",1
1776,"I had a seriously solid breakfast here.",1
1777,"The poor service at the waiter made me feel like I was stupid every time he came to the table.",0
1778,"My first visit to Hiro was a delight!",1
1779,"Service sucks.",0
1780,"The shrimp were tender and moist.",1
1781,"There is not a deal good enough that would drag me into that establishment again.",0
1782,"Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.",0
1783,"On a positive note, our server was very attentive and provided great service.",1
1784,"Frozen pucks of disgust, with some of the worst people behind the register.",0
1785,"The only thing I did like was the prime rib and dessert section.",1
1786,"It's too bad the food is so damn generic.",0
1787,"The burger is good beef, cooked just right.",1
1788,"If you want a sandwich just go to any Firehouse!!!!!",1
1789,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.",1
1790,"We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.",1
1791,"He came running after us when he realized my husband had left his sunglasses on the table.",1
1792,"Their chow mein is so good!",1
1793,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.",0
1794,"The portion was huge!",1
1795,"Loved it...friendly servers, great food, wonderful and imaginative menu.",1
1796,"The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.",0
1797,"Not much seafood and like 5 strings of pasta at the bottom.",0
1798,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.",1
1799,"The ripped banana was not only ripped, but petrified and tasteless.",0
1800,"At least think to refill my water before I struggle to wave you over for 10 minutes.",0
1801,"This place receives stars for their APPETIZERS!!!",1
1802,"The cocktails are all handmade and delicious.",1
1803,"We'd definitely go back here again.",1
1804,"We are so glad we found this place.",1
1805,"Great food and service, huge portions and they give a military discount.",1
1806,"Always a great time at Dos Gringos!",1
1807,"Update.....went back for a second time and it was still just as amazing",1
1808,"We got the food and apparently they have never heard of salt and the batter on the fish was chewy.",0
